TeamName,ADJOE,ADJDE,BARTHAG,Record,Wins,Games Played,EFG%,EFGD%,FTR,FTRD,TOR,TORD,ORB,DRB,,2P%,2P%D,3P%,3P%D,,,,,3PR,3PRD,ADJ T.,,,,,,,,WAB,,
"Maryland Eastern Shore",89.321751364004,90.95353222479,0.4481390306708,0–1,0,1,33.6,46.4,36.1,60,18.7,12.9,30.4,25,69.6,33.3,44.1,23.1,33.3,2.9,8.3,47.4,77.3,21.3,38.2,71.5,,,,2025,,,,-0.25743662550874,63.6,72.7
"Fairleigh Dickinson",92.655699728484,89.501610808124,0.59827656187325,0–1,0,1,38.5,52.1,5.8,19.7,27.6,9.2,20,43.6,65.2,37.8,55,26.7,32.3,7.5,8.1,61.1,71.9,28.8,43.7,65.2,,,,2025,,,,-0.010673732924326,33.3,78.6
"West Virginia",114.51799934768,83.834086366601,0.97305811734722,2–5,2,7,46.2,52.8,25.6,32.8,20.9,25.9,31.3,38.6,66.9,47.7,52.4,29,35.7,6.1,11.6,47.9,59.2,36,33.9,66.8,,,,2025,,,,1.100794537497,78.6,75.4
Oklahoma,115.94691139942,81.212192338263,0.98361343115236,7–7,7,14,50,49.3,33.4,27.5,25.8,18.7,33.1,27.4,82.4,51.9,48.6,31.3,33.8,6,7.5,71.5,57,38.6,33.6,80.5,,,,2025,,,,4.8581823890203,73.7,73.8
Queens,70.601501072194,92.137240886347,0.044718456395143,0–1,0,1,28.1,48.6,35.1,28.6,24.7,19.5,24.4,38.5,76.8,32.5,55,11.8,26.7,2.5,15,46.7,80,29.8,42.9,76.3,,,,2025,,,,-0.10124304866448,65,95
"Nebraska Omaha",96.125128122823,97.302216661621,0.46506536047242,0–1,0,1,36.4,56.5,34.8,23.8,22.5,19.1,17.8,44.4,89,46.7,57.1,9.5,37.1,2,11.1,21.7,78,31.8,41.7,78.2,,,,2025,,,,-0.093777300669742,73.9,80
"Texas A&M Commerce",91.262498754277,100.89442912667,0.23978661859942,0–1,0,1,40.2,57.6,13.1,29.1,28.8,12.5,15.8,50,79.8,29.8,57.4,50,38.9,0,10.6,47.6,52.4,23,22.8,77.8,,,,2025,,,,-0.11457378848166,75,56.5
DePaul,102.98165705128,92.637197649573,0.77160415907712,0–6,0,6,39.1,56.7,23.6,26.2,23.3,19.8,31.7,40.9,75.8,33.7,55.8,34.8,38.9,5.1,16.8,64.2,67.2,29.2,32.3,73.2,,,,2025,,,,-0.79209414076005,76.3,69.8
"UT Rio Grande Valley",71.639246652537,88.144417587559,0.08437502309068,0–1,0,1,30.2,52.1,16.7,37.1,48.1,14.3,27,47.2,77,30.3,54.2,20,27.3,1.7,18.2,61.5,51.4,31.3,15.7,76.8,,,,2025,,,,-0.02878336390988,75,80.8
"Chicago St.",79.629158017394,111.10535977278,0.021235142229118,0–2,0,2,33.3,65.4,21.2,35.3,21.2,17.4,23.5,38.3,78.1,25.6,61.5,29.6,47.3,2.6,14.1,30.6,67.6,40.9,41.4,76.2,,,,2025,,,,-0.41862581033531,64.3,74.5
"Montana St.",86.127833333333,83.917833333333,0.57418252309365,0–1,0,1,42.9,60.2,12.5,18.5,29.9,25.6,29.4,22.2,70.2,54.5,65.5,17.4,36,13.8,6.1,59.1,75,41.1,46.3,69.6,,,,2025,,,,-0.21065124538831,71.4,70
"Oklahoma St.",109.34907652681,70.88364452719,0.99320880605667,5–2,5,7,47.1,41.6,29.2,23.5,23.6,21,33.2,28.3,70.8,49,42.7,29.4,26.4,10.8,11,41.9,59,38.6,36.3,70,,,,2025,,,,3.8628108846842,66.9,68
Wofford,90.121092842897,92.069217742959,0.43882211435231,0–3,0,3,29.5,53.3,15.6,23.1,18.3,17.8,26.7,48.2,72.9,27.1,57.8,21.8,31,5.5,18.6,51,65,42.4,39.6,72.6,,,,2025,,,,-0.17266576097396,81.3,73.5
"Cal Poly",66.658459736941,83.346323588779,0.071136638172207,0–2,0,2,32,48.9,9.7,21.2,35,21.3,21.1,45.8,72.8,32.4,58.3,20.7,22.6,2.4,21.6,66.7,67.2,28.2,38.7,70.1,,,,2025,,,,-0.067811798674316,60,86.2
