TeamName,ADJOE,ADJDE,BARTHAG,Record,Wins,Games Played,EFG%,EFGD%,FTR,FTRD,TOR,TORD,ORB,DRB,,2P%,2P%D,3P%,3P%D,,,,,3PR,3PRD,ADJ T.,,,,,,,,WAB,,
Syracuse,110.81257017409,94.611209848269,0.86029458971204,19–13,19,32,50.4,47.5,35.5,29.4,18.3,20.6,33,35.3,65.2,47.6,48.7,36.1,30.4,11.9,8.5,58.7,65.7,43.2,40.3,65.7,,,,2016,,,,-0.29541327809298,68.3,66.7
"Jacksonville St.",97.562708175654,109.05133764498,0.21751287761008,6–23,6,29,46.6,52,30.9,42.6,16.3,18.6,27,34.1,66.2,43.2,53,34.5,33.3,7.9,8.4,51.2,48.8,40,32.3,66,,,,2016,,,,-17.818888046467,73.8,69.6
"McNeese St.",96.65269047907,113.2537555933,0.13909474279108,7–19,7,26,46.7,52.3,36.2,37.7,17.7,16.1,28.1,33,70.6,44.9,50.8,33.2,37.3,9.6,7.9,44.8,54.7,35.1,30.8,69.3,,,,2016,,,,-14.03832137478,68.8,67.4
Quinnipiac,91.79153248177,102.00881760371,0.22904688802408,9–21,9,30,42.8,46.5,28,40.1,21.7,17.4,38.4,29.3,69.8,38.3,46.5,34.1,31,11.8,9.8,54,53.8,35.4,32,69.6,,,,2016,,,,-16.454428166655,64.7,70.9
"Rhode Island",108.02877644827,98.349941291843,0.74639092069412,17–15,17,32,50.4,47.6,37.6,39.6,17.5,18.8,30.6,26.3,65.1,48.3,46.6,36.5,33.3,13.5,9.4,50,42.9,33.1,29.6,65.7,,,,2016,,,,-5.7573058965207,66.9,72.7
"Detroit Mercy",109.72636956352,110.84173762678,0.47095590500119,14–15,14,29,52,53.6,40.5,46.5,17.8,17.2,32.5,29.4,75,50.6,53.7,36.5,35.6,10.9,10,44.4,52.3,33.1,36.6,74.5,,,,2016,,,,-8.2656774466645,69.6,72
Radford,102.28935494603,108.7637634329,0.33053086088698,14–15,14,29,50.2,51.3,29,34.3,19.3,17,34.4,30.1,66.9,49.5,51.6,34.4,33.8,10.9,8.4,46.9,45.7,34.6,30.9,66.8,,,,2016,,,,-9.8788500882825,65.1,70.6
"East Tennessee St.",105.76890053627,107.05921416888,0.46519540957504,21–11,21,32,53,50.4,35.6,40.1,18,18.2,28.7,31.1,69.7,50.6,50.4,38.2,33.6,9.8,8.9,45.7,46.1,36.3,37.1,69.7,,,,2016,,,,-4.9369141358434,70.2,72.4
Duquesne,106.81953857903,103.37767704896,0.59306384859025,15–16,15,31,53.4,49.3,31.8,37.9,18.9,15.9,27.7,28,73.2,52.4,42.7,36.4,40.1,10,9,56,65.3,43.1,37.9,73.5,,,,2016,,,,-7.7013262955019,68.5,69.5
"Virginia Tech",108.27127966486,98.580970092547,0.74616444442908,19–14,19,33,50.1,49,49.7,33.3,18.2,18.3,29.9,32.4,69.6,48.7,50.3,35.7,31.1,9.1,13.4,49.1,50.8,29.4,36.7,70.6,,,,2016,,,,-0.49400639510645,70,68.3
VCU,111.37171116527,93.848813838845,0.87746761294296,24–10,24,34,50.9,49,32.3,37,16.2,21.9,33.3,27.8,69.9,49.6,48.4,35.6,33.6,10,9.8,51.2,53.2,32.8,29.9,70.3,,,,2016,,,,0.028945409396502,69,67.6
"North Dakota St.",99.996225151512,99.947824533575,0.50139190358551,18–13,18,31,49.9,47.7,33.9,31.8,16.2,16.9,25.6,26.2,65.8,49.1,47.2,34.1,32.4,9.5,7.8,42.2,48.4,35,31.1,65.4,,,,2016,,,,-7.0135319927506,68.2,70.9
"Northwestern St.",100.41860950287,118.01454140523,0.13507723214762,5–19,5,24,50.2,55.1,35.2,36.1,19.5,18.6,27.3,38.6,75.1,49.5,54.8,34.3,37.1,7,8.6,55.9,57,34.7,32,74.2,,,,2016,,,,-14.317736031936,77.4,70.5
Fairfield,104.21138900856,106.32250088971,0.44259464192549,19–13,19,32,51.9,49.5,32.7,34.2,17.9,18.9,25.2,34.3,72.2,50.1,49.2,36.2,33.3,10.2,7.5,58.3,50.2,41.5,36,72.4,,,,2016,,,,-6.8653043117158,73.5,68.8
Arkansas,109.99792352752,99.518133490465,0.75976627898691,16–16,16,32,49.7,49.8,37.6,42.9,15.3,19.6,30.9,30.1,71.4,46.1,47.7,39.7,35.9,13.7,9.7,57.8,55.7,27.3,34.9,71,,,,2016,,,,-4.6092002482886,69.4,70
"Cal St. Bakersfield",103.17439743996,95.51979904955,0.7081679215614,21–8,21,29,49.3,44.7,38.5,42,18.1,21.8,34,29.6,68.1,48.4,42.6,34.6,32.6,14.1,7.9,57.8,47.5,27,33.1,68.5,,,,2016,,,,-3.3867779247613,65.1,67.7
"George Washington",112.9343905906,99.925986393524,0.80334581415063,23–10,23,33,50.4,49.3,39.9,27.9,16.7,17.4,34.3,27,67.4,48,48.3,36.8,34.1,8.9,9.3,55.1,46.4,32.8,35.2,67.2,,,,2016,,,,-0.65463428660737,75.7,70.8
"UNC Asheville",101.10487013704,99.442881617699,0.54750899784681,20–11,20,31,49.9,48.7,42.4,33.4,18.6,22.4,31.6,29.4,70.5,50.6,51.7,32.2,28.8,8.8,6.3,46.3,44.2,30.1,35.5,71.1,,,,2016,,,,-6.1446220234401,70.1,70.6
Dayton,106.80410745759,92.624431737162,0.83727617303209,25–7,25,32,52,46.9,41,32.5,18.8,17.9,28.9,23.6,68.8,52,43.7,34.7,34.9,12.3,8.1,57.5,55,34.8,36.7,68.5,,,,2016,,,,2.5550715802518,67.3,65.9
"Stephen F. Austin",108.46445447426,97.569609964024,0.77159669509344,23–5,23,28,55.5,49.6,33.9,40.1,18.2,25.9,33.5,29.7,69.1,55.1,49.5,37.5,33.2,9.3,6.9,64.4,52.3,36.4,30.6,68.4,,,,2016,,,,-1.0642981381888,74.4,67.1
"Arkansas St.",99.208152137872,107.18615272205,0.29121527065261,9–20,9,29,45.8,47.1,40.1,38,18,14.9,28,31.2,72.6,45.1,43.5,31.5,35.6,10.8,7.5,49.2,50.4,31.1,36.9,73.3,,,,2016,,,,-13.809341954997,73.2,68.2
"Southeast Missouri St.",90.857926169346,108.75768986196,0.11224703026691,3–24,3,27,44.1,54,35.7,31.9,19.8,18.5,28.5,29.6,71.6,44.6,55.3,28.8,34.7,4.3,9.7,50.3,63,29.5,39.1,71.9,,,,2016,,,,-19.064116177672,63.9,70.3
Binghamton,88.738211425713,102.17022657513,0.16507778516319,8–22,8,30,44.3,49.6,36.2,34.4,20.7,18.3,25.2,28.5,67.4,45.1,49,28.5,33.7,6.4,8.3,52.9,54.5,37.1,36.2,66.4,,,,2016,,,,-17.13032576131,68.2,69.3
"George Mason",101.17299558797,102.66855172975,0.45791214917965,11–21,11,32,45.1,48.4,34.4,30,18.6,10.2,33.5,22.8,67.7,45.7,46,29.2,35.3,9.3,9.5,42.8,49.1,31.2,34.8,68.6,,,,2016,,,,-11.49886266843,67.1,71.2
"Old Dominion",105.24181441219,98.862443967778,0.67241090995537,22–13,22,35,47.7,45.3,31.6,36.4,14.5,17.2,36.7,27.6,62.9,48.5,44.5,30.1,31.1,12,7.4,50.8,49.7,23.2,35.5,62.3,,,,2016,,,,-6.3051457899545,67.9,71.4
"Green Bay",106.94617955221,104.43287068582,0.56794806764722,21–12,21,33,49.9,51.2,42.2,35.4,15.6,20.9,31.3,31.8,76.8,48.7,49.5,35,36.3,11.1,10.5,48,50.3,31,33.9,77.2,,,,2016,,,,-4.3665189314776,65.7,71.6
"UNC Greensboro",102.15834542159,107.78544695864,0.3505518709127,11–18,11,29,51.6,52.3,28.6,39.5,17.9,17.2,27.6,27.5,68.4,49.6,49.4,36.3,37.6,7.5,9,50.3,57.4,40.8,41.2,68.2,,,,2016,,,,-12.562832254469,67.5,74.8
"Little Rock",106.9024048633,95.576798741596,0.78378161103566,27–4,27,31,52.4,45.1,31.4,38.3,15.9,21.4,26.9,30.1,64.1,49.4,45.1,38.7,30.1,9.9,7.7,51.5,51.8,34.7,40,63.9,,,,2016,,,,2.2033937937039,73.2,69
"Austin Peay",101.7567771435,108.36086149511,0.32670241350155,16–17,16,33,51.5,53.6,46.5,31.1,20.4,18.8,31.8,29.7,70.3,51.2,52.9,34.9,36.4,7.7,7.4,50.4,52.9,32,40.1,70.4,,,,2016,,,,-11.1479004795,67,70.5
Rutgers,97.31366853875,106.60716868109,0.25943063215084,6–25,6,31,45.8,52,34.5,29.7,18.9,16.1,25.3,35.9,71.4,44.9,49.9,32.2,37.4,7.9,9.6,47.5,54.8,26.7,34.7,71.4,,,,2016,,,,-13.92820569491,68.2,68.3
"Nicholls St.",91.432744755553,107.78259141332,0.13102871731293,8–23,8,31,47.1,50.8,40.4,39.7,22,18.2,25,34.5,71,47.7,49.3,30.9,35.9,11.8,11.2,54.3,53.8,37.3,32,69.8,,,,2016,,,,-16.570699917068,65.7,70.8
"Sacramento St.",97.961953458414,108.33041287017,0.23921687522808,12–17,12,29,49.3,50.1,34.9,37.9,16.7,17.6,26.3,31.2,69.1,49.2,50.9,33.1,32.5,10.5,8.5,53.8,55.9,34.8,37.1,69.3,,,,2016,,,,-12.703626865057,67,67.1
"William & Mary",112.64437428095,103.5064247542,0.72570182201273,18–11,18,29,54.9,49.5,36.6,27.9,15.9,15.3,25.8,27.2,67.9,54.8,49.4,36.7,33.1,11.1,9.3,59.2,50.5,37.7,40.5,69.2,,,,2016,,,,-3.637896648532,72,69
Colgate,102.03476671634,111.08348946341,0.27346015295599,12–17,12,29,52.5,53.2,29.9,41.8,18.4,19.4,26.6,30.6,65.3,50.3,51.4,37,37.5,6.7,11.1,52.8,52.5,42.4,37.1,65.7,,,,2016,,,,-12.095561566228,67.8,68.2
USC,113.77772958326,98.038328935035,0.84712340395553,21–12,21,33,52,47.3,35.3,28.5,16.5,16.9,32.4,31.9,72.9,49.2,46.7,38.5,32.3,12.7,9.4,51.3,50.3,32.4,34.4,72.3,,,,2016,,,,0.22651775716699,67.8,70.1
UNLV,103.32010758386,96.717492375942,0.68123081404786,16–15,16,31,49.7,47.1,40.9,40.1,18.9,19.5,28.3,30.6,73.5,50.1,46.1,32.8,32.7,12.1,9.5,56.8,46.5,38.4,32,73.6,,,,2016,,,,-6.1898505240509,69,70.1
"Illinois St.",102.30773860214,98.360806538988,0.61122000248496,17–14,17,31,47.7,48.4,30.9,38.4,18.5,20.5,30,28.2,67.6,46.2,48.7,33.3,31.9,10.3,8.4,52.5,53.2,38.6,36.6,68.3,,,,2016,,,,-5.3666482518799,67.4,68
Manhattan,98.204576554248,105.42031392316,0.306745427837,13–18,13,31,50.1,52.2,39.8,46.8,20.5,22.6,23.5,32.5,69.1,47.6,52.9,36.1,33.7,6.3,10.4,61.6,60.3,39.1,31.8,68.8,,,,2016,,,,-12.34355856467,74,72
Utah,115.24265504522,97.337937493139,0.87454844671833,25–8,25,33,55.2,47.4,38.4,23.4,17.8,15.2,29,28,67.3,55.8,43.8,36,36.8,10,10.5,56.9,42,37.6,31.9,67,,,,2016,,,,5.6746580793187,71.7,72
"Louisiana Tech",103.62864983054,102.95338129938,0.51878662916277,21–9,21,30,51.5,49.1,43,34.1,16.9,19,29,29.2,72.3,52.4,49.8,33.2,31.7,10.2,8.2,50.1,51.7,35.4,33.2,72,,,,2016,,,,-4.1933195071883,67.3,68.6
"Youngstown St.",101.5565810156,112.98716437798,0.22678258142812,9–21,9,30,49,53.6,29.8,32.5,15.6,15.7,22.7,33.8,73.8,45.5,54.5,37,34.6,6,8.2,53.2,56.8,35.1,36,73.3,,,,2016,,,,-13.828726497431,71.4,69.4
Jacksonville,100.41551462227,108.18475244092,0.29796176436175,12–16,12,28,49.7,53.6,31.4,33.5,15.4,17.4,27,26.1,72,45,52.7,38.9,36.6,6.8,8.5,45,52.5,35,40.6,71.3,,,,2016,,,,-11.567316043737,66.5,66.7
"Tennessee St.",100.5317751325,100.69307864777,0.49539088178299,18–10,18,28,50.7,49.4,41.9,42.9,19.1,21,31.7,28.5,69,50.9,45.6,33.6,36.5,11,6.6,40.3,56.1,29.3,40.9,68.7,,,,2016,,,,-5.8666649516933,69.9,69.1
Stanford,106.7625910633,99.612048563953,0.68938193421217,14–15,14,29,47.5,52,45.3,39.9,17.5,19.8,30.8,32.1,67.1,47.4,49.9,31.8,36.9,8.8,8.6,49.6,58,32.4,38.6,66.7,,,,2016,,,,-2.5933887103098,68.4,66
Longwood,98.773704064297,113.14815047499,0.17329307460065,7–23,7,30,50.7,54.1,34.3,36.4,20.5,17.3,29.6,28.1,69.8,49.8,51.6,34.9,38.2,7.5,7.7,48.4,58.2,34.2,43.4,70,,,,2016,,,,-18.469913880285,70.4,72.9
"Sacred Heart",97.844240220452,112.27052815475,0.17056229081189,12–18,12,30,48.4,51.1,38.7,39.4,20.2,18,33.4,32.4,72.2,49.2,49.6,31.1,35.9,6.5,9.7,46.2,53.8,30.3,34.2,72.2,,,,2016,,,,-13.646897207206,68.8,69.1
"Western Kentucky",107.74404918101,108.15531203598,0.48904866569479,16–16,16,32,52.5,52.4,39.6,30,19,15,33.6,28.6,68.5,51.5,50.4,36.3,37.3,9.3,7.6,49.6,51.9,32.5,35.4,67.8,,,,2016,,,,-9.3652757097669,70.3,66
"UT Arlington",106.25589626168,98.909198835845,0.69507472879747,22–10,22,32,49.1,47.1,35.3,43.7,18.4,20,36.1,26.6,73,49.2,44.9,32.7,33.4,8.1,12.6,62.2,53.9,42.2,41.2,73.4,,,,2016,,,,-3.7001594967937,70.1,65.6
Fordham,101.99186914858,100.08092132139,0.55416443843338,16–13,16,29,51.3,51.2,34.1,41.2,20,22.2,30.4,26.5,68.3,51.1,52.3,34.5,33.1,11.9,8.7,61.5,62.7,39.9,39.1,67.5,,,,2016,,,,-5.9071921336094,68.6,70.8
"Alabama St.",97.615512250021,110.78745995582,0.18913546709635,12–17,12,29,45.8,51.2,31.7,45,17.2,18.3,31.4,30,69.2,43.6,51.6,33.3,33.7,9.5,8.6,47.8,51,33.7,31.7,69.8,,,,2016,,,,-12.895021538373,69.3,65.3
"Wichita St.",111.52300469357,90.325208476185,0.91866644972556,23–8,23,31,49.6,44.5,37.8,45.4,14.8,23.2,31.9,23.6,66.2,49.8,41.8,32.9,32.7,11.7,8.4,57.3,49,38.5,37.1,66.8,,,,2016,,,,0.28252770612275,71.6,71.9
Oakland,114.43916433132,106.68885136046,0.69135400702659,21–11,21,32,52.9,49.6,41.4,32.3,15.4,16.4,31.9,29.3,74.8,49.4,48,39.6,35.1,8.4,7.8,54.3,54.9,35.8,35.4,74.3,,,,2016,,,,-3.2846836985358,76.8,70.7
"Boise St.",108.55092778247,99.931699564869,0.72140140406355,18–12,18,30,51.7,52,40.9,36.8,16.4,20.2,27.2,25.5,70.4,53.7,50.9,32.6,36,5.9,10.5,50.8,49.3,42.5,37.3,70.3,,,,2016,,,,-3.5325929985309,70.8,70
